Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /<short_code>,6136,0,13,13.734556661743055,2.8444610070437193,58.957523011486046,247.0,611.8974756406608,0.0,13,16,17,18,21,23,25,27,39,59,59
,Aggregated,6136,0,13,13.734556661743055,2.8444610070437193,58.957523011486046,247.0,611.8974756406608,0.0,13,16,17,18,21,23,25,27,39,59,59
