Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /<short_code>,9965,0,140,139.503815684181,3.2481999951414764,345.6518269958906,265.0,523.8995572625355,0.0,140,160,170,180,220,250,260,280,310,350,350
,Aggregated,9965,0,140,139.503815684181,3.2481999951414764,345.6518269958906,265.0,523.8995572625355,0.0,140,160,170,180,220,250,260,280,310,350,350
