Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /<short_code>,8161,0,330,288.86508940684416,13.962111988803372,592.0732759987004,259.0,541.4172276885132,0.0,330,370,390,400,460,490,530,550,570,590,590
,Aggregated,8161,0,330,288.86508940684416,13.962111988803372,592.0732759987004,259.0,541.4172276885132,0.0,330,370,390,400,460,490,530,550,570,590,590
